datetime,temperature,Global_active_power
2010-07-26-21-00,35.83,963.321598
2010-07-26-22-00,34.56,894.0537818
2010-07-26-23-00,33.78,893.8256851
2010-07-26-00-00,32.94,880.1763472
2010-07-27-01-00,32.11,880.9158604
2010-07-27-02-00,31.44,880.7444147
2010-07-27-03-00,30.89,880.4721571
2010-07-27-04-00,30.33,970.9075111
2010-07-27-05-00,29.83,1011.617944
2010-07-27-06-00,29.50,1246.045647
2010-07-27-07-00,30.06,1365.951754
2010-07-27-08-00,31.28,1408.704564
2010-07-27-09-00,32.83,1443.394688
2010-07-27-10-00,34.33,1453.93562
2010-07-27-11-00,35.78,1461.121802
2010-07-27-12-00,36.94,1425.884691
2010-07-27-13-00,38.11,1463.10619
2010-07-27-14-00,39.00,1466.645397
2010-07-27-15-00,39.56,1470.570784
2010-07-27-16-00,39.83,1481.37606
2010-07-27-17-00,39.83,1484.247968
2010-07-27-18-00,39.33,1131.086783
2010-07-27-19-00,38.28,1122.812183
2010-07-27-20-00,36.89,996.9517962
2010-07-27-21-00,35.78,961.2452636
2010-07-27-22-00,34.56,892.4108549
2010-07-27-23-00,33.72,892.9010416
2010-07-27-00-00,32.94,879.0332765
2010-07-28-01-00,32.11,880.1004435
2010-07-28-02-00,31.44,880.2097151
2010-07-28-03-00,30.89,880.1603366
2010-07-28-04-00,30.33,974.3073342
2010-07-28-05-00,29.83,1013.408038
2010-07-28-06-00,29.50,1247.871678
2010-07-28-07-00,30.06,1366.572767
2010-07-28-08-00,31.28,1409.947117
2010-07-28-09-00,32.83,1445.422762
2010-07-28-10-00,34.33,1456.62614
2010-07-28-11-00,35.78,1464.422279
2010-07-28-12-00,36.94,1429.057603
2010-07-28-13-00,38.11,1468.016403
2010-07-28-14-00,38.94,1470.95324
2010-07-28-15-00,39.50,1473.368547
2010-07-28-16-00,39.83,1482.988028
2010-07-28-17-00,39.78,1484.420487
2010-07-28-18-00,39.33,1131.091263
2010-07-28-19-00,38.28,1123.884112
2010-07-28-20-00,36.89,996.1034301
2010-07-28-21-00,35.78,960.2874597
2010-07-28-22-00,34.50,891.9616877
2010-07-28-23-00,33.67,892.405443
2010-07-28-00-00,32.94,878.8835502
2010-07-29-01-00,32.11,880.2485433
2010-07-29-02-00,31.44,876.8256696
2010-07-29-03-00,30.89,869.6422631
2010-07-29-04-00,30.33,873.9435974
2010-07-29-05-00,29.89,869.59582
2010-07-29-06-00,29.50,933.7723335
2010-07-29-07-00,30.06,1091.752833
2010-07-29-08-00,31.33,1104.480081
2010-07-29-09-00,32.89,1221.800859
2010-07-29-10-00,34.39,1235.699712
2010-07-29-11-00,35.83,1244.154672
2010-07-29-12-00,37.06,1216.511471
2010-07-29-13-00,38.17,1213.488245
2010-07-29-14-00,39.00,1220.625883
2010-07-29-15-00,39.56,1077.420137
2010-07-29-16-00,39.89,1088.834085
2010-07-29-17-00,39.89,1046.681375
2010-07-29-18-00,39.39,1008.182476
2010-07-29-19-00,38.33,1001.660056
2010-07-29-20-00,36.94,898.3707288
2010-07-29-21-00,35.78,901.0088926
2010-07-29-22-00,34.56,890.7005011
2010-07-29-23-00,33.72,891.4348829
2010-07-29-00-00,33.00,878.5416044
2010-07-30-01-00,32.17,867.9781377
2010-07-30-02-00,31.50,867.9398495
2010-07-30-03-00,30.94,867.8181655
2010-07-30-04-00,30.44,877.804537
2010-07-30-05-00,29.94,873.7563809
2010-07-30-06-00,29.56,940.8620043
2010-07-30-07-00,30.11,943.058071
2010-07-30-08-00,31.33,1022.573116
2010-07-30-09-00,32.94,1015.174726
2010-07-30-10-00,34.44,1022.773873
2010-07-30-11-00,35.83,1023.99388
2010-07-30-12-00,37.06,1023.172122
2010-07-30-13-00,38.22,1015.928709
2010-07-30-14-00,39.06,1016.290671
2010-07-30-15-00,39.61,1016.444685
2010-07-30-16-00,39.94,990.8130116
2010-07-30-17-00,39.89,944.7386759
2010-07-30-18-00,39.39,914.2387032
2010-07-30-19-00,38.33,907.6013373
2010-07-30-20-00,37.00,887.6230906
2010-07-30-21-00,35.83,890.5810232
2010-07-30-22-00,34.61,880.3549618
2010-07-30-23-00,33.78,881.2320903
2010-07-30-00-00,33.00,868.2450989
2010-07-31-01-00,32.17,879.9901893
2010-07-31-02-00,31.56,879.9952195
2010-07-31-03-00,30.94,879.8978856
2010-07-31-04-00,30.44,970.281535
2010-07-31-05-00,29.94,983.5831064
2010-07-31-06-00,29.61,1213.26296
2010-07-31-07-00,30.11,1338.574999
2010-07-31-08-00,31.33,1385.469888
2010-07-31-09-00,32.89,1428.379752
2010-07-31-10-00,34.39,1445.833
2010-07-31-11-00,35.83,1450.224081
2010-07-31-12-00,37.06,1411.91115
2010-07-31-13-00,38.22,1450.92874
2010-07-31-14-00,39.06,1454.429777
2010-07-31-15-00,39.67,1456.111305
2010-07-31-16-00,39.94,1463.727456
2010-07-31-17-00,39.89,1464.737033
2010-07-31-18-00,39.39,1123.451481
2010-07-31-19-00,38.39,1118.846353
2010-07-31-20-00,37.06,994.3929102
2010-07-31-21-00,35.83,959.2855154
2010-07-31-22-00,34.61,891.5087303
2010-07-31-23-00,33.72,892.3207953
2010-07-31-00-00,33.06,879.355819
2010-08-01-01-00,32.17,880.690036
2010-08-01-02-00,31.50,879.5288101
2010-08-01-03-00,30.94,869.3601687
2010-08-01-04-00,30.44,967.2934868
2010-08-01-05-00,29.94,993.1812283
2010-08-01-06-00,29.56,1228.897216
2010-08-01-07-00,30.06,1361.991512
2010-08-01-08-00,31.33,1406.183455
2010-08-01-09-00,32.89,1441.848783
2010-08-01-10-00,34.44,1452.903432
2010-08-01-11-00,35.83,1458.812023
2010-08-01-12-00,37.06,1421.197673
2010-08-01-13-00,38.22,1457.786998
2010-08-01-14-00,39.06,1461.651897
2010-08-01-15-00,39.61,1466.709253
2010-08-01-16-00,39.89,1478.806295
2010-08-01-17-00,39.83,1484.145539
2010-08-01-18-00,39.33,1134.533896
2010-08-01-19-00,38.33,1128.868523
2010-08-01-20-00,37.00,1001.699187
2010-08-01-21-00,35.72,965.6214215
2010-08-01-22-00,34.50,896.5772485
2010-08-01-23-00,33.67,896.2062951
2010-08-01-00-00,33.00,882.2253943
2010-08-02-01-00,32.11,882.0133112
2010-08-02-02-00,31.44,880.9115823
2010-08-02-03-00,30.83,880.43283
2010-08-02-04-00,30.39,971.0897476
2010-08-02-05-00,29.89,1014.253434
2010-08-02-06-00,29.50,1250.064864
2010-08-02-07-00,30.00,1369.030153
2010-08-02-08-00,31.28,1412.343407
2010-08-02-09-00,32.83,1447.884908
2010-08-02-10-00,34.39,1458.283247
2010-08-02-11-00,35.78,1464.254831
2010-08-02-12-00,37.00,1425.908057
2010-08-02-13-00,38.17,1461.339845
2010-08-02-14-00,39.00,1463.726582
2010-08-02-15-00,39.56,1467.598343
2010-08-02-16-00,39.83,1476.094448
2010-08-02-17-00,39.78,1477.373083
2010-08-02-18-00,39.33,1129.105149
2010-08-02-19-00,38.28,1124.562551
2010-08-02-20-00,37.00,997.9225329
2010-08-02-21-00,35.72,961.9406569
2010-08-02-22-00,34.50,892.7875655
2010-08-02-23-00,33.67,892.9234005
2010-08-02-00-00,33.00,879.6578539
2010-08-03-01-00,32.11,880.5434626
2010-08-03-02-00,31.44,880.3374993
2010-08-03-03-00,30.89,880.3675661
2010-08-03-04-00,30.39,969.7255755
2010-08-03-05-00,29.89,1030.560523
2010-08-03-06-00,29.50,1268.92686
2010-08-03-07-00,30.00,1386.313103
2010-08-03-08-00,31.28,1428.138689
2010-08-03-09-00,32.83,1460.84497
2010-08-03-10-00,34.28,1468.702805
2010-08-03-11-00,35.72,1471.396759
2010-08-03-12-00,36.94,1433.054978
2010-08-03-13-00,38.11,1469.447146
2010-08-03-14-00,38.94,1472.394549
2010-08-03-15-00,39.56,1475.55354
2010-08-03-16-00,39.83,1485.755035
2010-08-03-17-00,39.72,1488.167933
2010-08-03-18-00,39.28,1137.020809
2010-08-03-19-00,38.28,1130.801148
2010-08-03-20-00,36.94,1001.817365
2010-08-03-21-00,35.67,964.7581743
2010-08-03-22-00,34.50,894.450356
2010-08-03-23-00,33.61,893.9504826
2010-08-03-00-00,33.00,879.8461979
2010-08-04-01-00,32.11,880.5258481
2010-08-04-02-00,31.44,880.2052983
2010-08-04-03-00,30.83,880.009371
2010-08-04-04-00,30.39,974.4391583
2010-08-04-05-00,29.89,1021.495033
2010-08-04-06-00,29.50,1255.539095
2010-08-04-07-00,30.00,1370.03404
2010-08-04-08-00,31.22,1414.217327
2010-08-04-09-00,32.78,1450.898632
2010-08-04-10-00,34.28,1463.030275
2010-08-04-11-00,35.67,1468.139188
2010-08-04-12-00,36.89,1427.919878
2010-08-04-13-00,38.06,1463.297154
2010-08-04-14-00,38.89,1467.330823
2010-08-04-15-00,39.50,1470.570702
2010-08-04-16-00,39.78,1480.011292
2010-08-04-17-00,39.72,1482.984122
2010-08-04-18-00,39.28,1134.163425
2010-08-04-19-00,38.22,1127.092326
2010-08-04-20-00,36.89,998.2771989
2010-08-04-21-00,35.61,961.9522298
2010-08-04-22-00,34.44,893.3537216
2010-08-04-23-00,33.61,893.3829767
2010-08-04-00-00,32.94,879.8136056
2010-08-05-01-00,32.11,880.6684045
2010-08-05-02-00,31.44,880.3920483
2010-08-05-03-00,30.83,880.2794348
2010-08-05-04-00,30.33,890.7201378
2010-08-05-05-00,29.89,890.587186
2010-08-05-06-00,29.50,951.2368079
2010-08-05-07-00,29.94,1104.844612
2010-08-05-08-00,31.22,1114.761759
2010-08-05-09-00,32.72,1232.224426
2010-08-05-10-00,34.22,1241.323947
2010-08-05-11-00,35.67,1244.513746
2010-08-05-12-00,36.89,1216.922895
2010-08-05-13-00,38.06,1214.233334
2010-08-05-14-00,38.89,1219.084409
2010-08-05-15-00,39.50,1077.242419
2010-08-05-16-00,39.72,1087.860895
2010-08-05-17-00,39.67,1047.31916
2010-08-05-18-00,39.22,1009.147109
2010-08-05-19-00,38.17,1002.459462
2010-08-05-20-00,36.89,899.1525626
2010-08-05-21-00,35.56,902.6141061
2010-08-05-22-00,34.39,891.8386925
2010-08-05-23-00,33.56,889.6625867
2010-08-05-00-00,32.89,858.7549903
2010-08-06-01-00,32.06,847.5940364
2010-08-06-02-00,31.44,846.802624
2010-08-06-03-00,30.83,845.7324641
2010-08-06-04-00,30.33,854.6096479
2010-08-06-05-00,29.83,851.2954479
2010-08-06-06-00,29.50,921.483988
2010-08-06-07-00,29.94,924.7109581
2010-08-06-08-00,31.17,1002.964822
2010-08-06-09-00,32.72,991.445177
2010-08-06-10-00,34.22,999.5472206
2010-08-06-11-00,35.61,1005.376947
2010-08-06-12-00,36.89,1021.3568
2010-08-06-13-00,38.06,1017.707925
2010-08-06-14-00,38.89,1017.827012
2010-08-06-15-00,39.50,1018.302279
2010-08-06-16-00,39.78,993.1416188
2010-08-06-17-00,39.72,947.5881546
2010-08-06-18-00,39.28,916.7844404
2010-08-06-19-00,38.17,909.7002856
2010-08-06-20-00,36.83,888.5902481
2010-08-06-21-00,35.56,892.0651294
2010-08-06-22-00,34.44,881.0933689
2010-08-06-23-00,33.61,874.9089513
2010-08-06-00-00,32.89,847.2600974
2010-08-07-01-00,32.11,861.1729704
2010-08-07-02-00,31.44,862.5286634
2010-08-07-03-00,30.83,859.3931076
2010-08-07-04-00,30.28,947.9415034
2010-08-07-05-00,29.83,985.2182711
2010-08-07-06-00,29.44,1221.121079
2010-08-07-07-00,29.89,1339.219974
2010-08-07-08-00,31.17,1386.63217
2010-08-07-09-00,32.72,1424.321819
2010-08-07-10-00,34.22,1437.308711
2010-08-07-11-00,35.61,1446.187109
2010-08-07-12-00,36.89,1411.032229
2010-08-07-13-00,38.06,1449.477933
2010-08-07-14-00,38.83,1452.427812
2010-08-07-15-00,39.44,1453.068655
2010-08-07-16-00,39.78,1460.489294
2010-08-07-17-00,39.72,1459.822273
2010-08-07-18-00,39.22,1127.114172
2010-08-07-19-00,38.06,1122.586641
2010-08-07-20-00,36.72,996.3949625
2010-08-07-21-00,35.44,961.5762355
2010-08-07-22-00,34.33,892.7777564
2010-08-07-23-00,33.44,893.0666816
2010-08-07-00-00,32.78,879.2853214
2010-08-08-01-00,32.00,877.1065717
2010-08-08-02-00,31.33,869.6015091
2010-08-08-03-00,30.72,864.3435904
2010-08-08-04-00,30.22,955.5468936
2010-08-08-05-00,29.78,1002.486479
2010-08-08-06-00,29.39,1241.287939
2010-08-08-07-00,29.83,1362.945998
2010-08-08-08-00,31.06,1407.132904
2010-08-08-09-00,32.61,1444.353523
2010-08-08-10-00,34.11,1457.262323
2010-08-08-11-00,35.56,1462.90151
2010-08-08-12-00,36.83,1423.910011
2010-08-08-13-00,37.94,1459.09898
2010-08-08-14-00,38.78,1460.305582
2010-08-08-15-00,39.39,1463.572347
2010-08-08-16-00,39.67,1474.493005
2010-08-08-17-00,39.67,1477.682803
2010-08-08-18-00,39.17,1134.683854
2010-08-08-19-00,38.06,1126.044178
2010-08-08-20-00,36.67,999.3536667
2010-08-08-21-00,35.33,963.7999535
2010-08-08-22-00,34.22,895.0216065
2010-08-08-23-00,33.39,894.9046584
2010-08-08-00-00,32.61,880.5375609
2010-08-09-01-00,31.89,880.9203055
2010-08-09-02-00,31.28,880.6487575
2010-08-09-03-00,30.67,880.5328615
2010-08-09-04-00,30.11,971.0799028
2010-08-09-05-00,29.67,1012.298439
2010-08-09-06-00,29.28,1252.701114
2010-08-09-07-00,29.72,1367.187727
2010-08-09-08-00,31.00,1410.648675
2010-08-09-09-00,32.56,1446.629465
2010-08-09-10-00,34.11,1457.280089
2010-08-09-11-00,35.50,1463.970629
2010-08-09-12-00,36.83,1427.389742
2010-08-09-13-00,37.94,1464.647939
2010-08-09-14-00,38.78,1468.834439
2010-08-09-15-00,39.39,1472.589841
2010-08-09-16-00,39.67,1481.400617
2010-08-09-17-00,39.61,1483.920412
2010-08-09-18-00,39.11,1136.354571
2010-08-09-19-00,38.00,1130.155049
2010-08-09-20-00,36.67,1002.225641
2010-08-09-21-00,35.33,965.7505418
2010-08-09-22-00,34.22,895.616076
2010-08-09-23-00,33.39,894.8313477
2010-08-09-00-00,32.56,880.8915876
2010-08-10-01-00,31.89,880.8397522
2010-08-10-02-00,31.28,880.3201418
2010-08-10-03-00,30.61,879.797861
2010-08-10-04-00,30.11,970.4641664
2010-08-10-05-00,29.67,1023.597419
2010-08-10-06-00,29.22,1261.82767
2010-08-10-07-00,29.67,1380.349025
2010-08-10-08-00,30.94,1425.09524
2010-08-10-09-00,32.50,1459.563645
2010-08-10-10-00,34.06,1468.958785
2010-08-10-11-00,35.50,1473.114226
2010-08-10-12-00,36.78,1435.478931
2010-08-10-13-00,37.89,1472.958172
2010-08-10-14-00,38.72,1477.992652
2010-08-10-15-00,39.33,1485.234617
2010-08-10-16-00,39.56,1499.625257
2010-08-10-17-00,39.50,1503.870913
2010-08-10-18-00,39.00,1151.448227
2010-08-10-19-00,37.89,1137.260544
2010-08-10-20-00,36.50,1003.416372
2010-08-10-21-00,35.22,965.4237416
2010-08-10-22-00,34.11,894.8842983
2010-08-10-23-00,33.22,894.0289703
2010-08-10-00-00,32.44,879.7633368
2010-08-11-01-00,31.78,880.4306182
2010-08-11-02-00,31.17,879.7587833
2010-08-11-03-00,30.56,879.8025582
2010-08-11-04-00,30.00,974.0634891
2010-08-11-05-00,29.56,1022.591563
2010-08-11-06-00,29.17,1257.319337
2010-08-11-07-00,29.61,1372.060631
2010-08-11-08-00,30.83,1415.835283
2010-08-11-09-00,32.44,1452.15297
2010-08-11-10-00,34.00,1465.959611
2010-08-11-11-00,35.44,1472.483401
2010-08-11-12-00,36.72,1433.696932
2010-08-11-13-00,37.83,1468.348991
2010-08-11-14-00,38.67,1471.470953
2010-08-11-15-00,39.28,1475.622534
2010-08-11-16-00,39.50,1486.940784
2010-08-11-17-00,39.44,1491.518014
2010-08-11-18-00,38.94,1141.729886
2010-08-11-19-00,37.72,1133.452183
2010-08-11-20-00,36.39,1003.059646
2010-08-11-21-00,35.11,964.014153
2010-08-11-22-00,34.06,894.010202
2010-08-11-23-00,33.22,893.8110897
2010-08-11-00-00,32.39,880.5281604
2010-08-12-01-00,31.72,881.1739048
2010-08-12-02-00,31.11,880.7353464
2010-08-12-03-00,30.50,880.5030461
2010-08-12-04-00,30.00,890.7758148
2010-08-12-05-00,29.50,890.5980409
2010-08-12-06-00,29.17,958.8892602
2010-08-12-07-00,29.56,1112.33881
2010-08-12-08-00,30.78,1120.462027
2010-08-12-09-00,32.39,1236.667413
2010-08-12-10-00,33.94,1246.542403
2010-08-12-11-00,35.39,1251.447856
2010-08-12-12-00,36.67,1224.774678
2010-08-12-13-00,37.78,1221.725978
2010-08-12-14-00,38.61,1225.215996
2010-08-12-15-00,39.22,1077.935762
2010-08-12-16-00,39.44,1089.515093
2010-08-12-17-00,39.33,1048.238348
2010-08-12-18-00,38.83,1010.552376
2010-08-12-19-00,37.61,1003.832996
2010-08-12-20-00,36.28,904.4627546
2010-08-12-21-00,35.00,904.0745413
2010-08-12-22-00,33.94,893.1509034
2010-08-12-23-00,33.17,893.518336
2010-08-12-00-00,32.28,879.6793411
2010-08-13-01-00,31.67,868.9533447
2010-08-13-02-00,31.06,868.6945366
2010-08-13-03-00,30.44,868.6370543
2010-08-13-04-00,29.89,879.1518751
2010-08-13-05-00,29.44,879.0064593
2010-08-13-06-00,29.06,944.5696133
2010-08-13-07-00,29.44,943.4888382
2010-08-13-08-00,30.72,1023.103278
2010-08-13-09-00,32.33,1015.676745
2010-08-13-10-00,33.83,1023.414758
2010-08-13-11-00,35.33,1024.732482
2010-08-13-12-00,36.61,1023.996464
2010-08-13-13-00,37.72,1016.843055
2010-08-13-14-00,38.56,1017.327042
2010-08-13-15-00,39.17,1018.174294
2010-08-13-16-00,39.39,993.5793969
2010-08-13-17-00,39.33,947.7962033
2010-08-13-18-00,38.83,917.8673197
2010-08-13-19-00,37.67,910.9572447
2010-08-13-20-00,36.28,892.9829227
2010-08-13-21-00,35.00,892.3108142
2010-08-13-22-00,33.94,881.2744804
2010-08-13-23-00,33.11,881.1242034
2010-08-13-00-00,32.22,866.6949729
2010-08-14-01-00,31.67,878.7185368
2010-08-14-02-00,31.06,878.8196699
2010-08-14-03-00,30.39,878.8990862
2010-08-14-04-00,29.89,968.7905464
2010-08-14-05-00,29.39,997.1386482
2010-08-14-06-00,29.00,1236.516358
2010-08-14-07-00,29.39,1362.493267
2010-08-14-08-00,30.67,1405.867662
2010-08-14-09-00,32.28,1439.664454
2010-08-14-10-00,33.83,1448.372257
2010-08-14-11-00,35.33,1450.747104
2010-08-14-12-00,36.56,1410.361122
2010-08-14-13-00,37.67,1447.055181
2010-08-14-14-00,38.56,1451.434211
2010-08-14-15-00,39.17,1453.739086
2010-08-14-16-00,39.39,1461.443832
2010-08-14-17-00,39.33,1462.906909
2010-08-14-18-00,38.78,1123.574813
2010-08-14-19-00,37.61,1119.920974
2010-08-14-20-00,36.22,999.0795277
2010-08-14-21-00,34.89,959.9180213
2010-08-14-22-00,33.89,891.9186671
2010-08-14-23-00,33.06,892.4434195
2010-08-14-00-00,32.17,879.3147948
2010-08-15-01-00,31.61,879.7760207
2010-08-15-02-00,31.00,877.9009056
2010-08-15-03-00,30.33,864.0717915
2010-08-15-04-00,29.83,952.372352
2010-08-15-05-00,29.33,979.1106671
2010-08-15-06-00,28.94,1213.38101
2010-08-15-07-00,29.33,1345.186075
2010-08-15-08-00,30.61,1398.575962
2010-08-15-09-00,32.28,1435.700732
2010-08-15-10-00,33.78,1446.979581
2010-08-15-11-00,35.28,1452.300566
2010-08-15-12-00,36.56,1415.800032
2010-08-15-13-00,37.61,1454.583883
2010-08-15-14-00,38.50,1458.857537
2010-08-15-15-00,39.11,1462.117392
2010-08-15-16-00,39.33,1471.898302
2010-08-15-17-00,39.28,1474.712566
2010-08-15-18-00,38.78,1127.30051
2010-08-15-19-00,37.50,1121.613983
2010-08-15-20-00,36.17,998.154179
2010-08-15-21-00,34.89,958.9808349
2010-08-15-22-00,33.83,891.6499889
2010-08-15-23-00,33.06,889.9616588
2010-08-15-00-00,32.11,849.6547672
2010-08-16-01-00,31.67,862.1374187
2010-08-16-02-00,31.00,887.8641948
2010-08-16-03-00,30.39,901.3880737
2010-08-16-04-00,29.83,989.8079408
2010-08-16-05-00,29.33,989.3082472
2010-08-16-06-00,28.94,1213.832333
2010-08-16-07-00,29.33,1321.75393
2010-08-16-08-00,30.56,1356.670518
2010-08-16-09-00,32.22,1388.213901
2010-08-16-10-00,33.72,1395.180853
2010-08-16-11-00,35.22,1395.297724
2010-08-16-12-00,36.50,1359.446902
2010-08-16-13-00,37.56,1399.33716
2010-08-16-14-00,38.50,1405.850367
2010-08-16-15-00,39.11,1430.135401
2010-08-16-16-00,39.33,1447.638884
2010-08-16-17-00,39.28,1451.969506
2010-08-16-18-00,38.72,1115.152758
2010-08-16-19-00,37.50,1113.672042
2010-08-16-20-00,36.11,968.414308
2010-08-16-21-00,34.83,927.295158
2010-08-16-22-00,33.83,880.5365641
2010-08-16-23-00,33.00,908.0270565
2010-08-16-00-00,32.00,901.4763533
2010-08-17-01-00,31.61,901.586362
2010-08-17-02-00,30.94,903.4164238
2010-08-17-03-00,30.33,906.5508133
2010-08-17-04-00,29.78,1003.218862
2010-08-17-05-00,29.28,1007.480029
2010-08-17-06-00,28.89,1231.424811
2010-08-17-07-00,29.28,1340.369445
2010-08-17-08-00,30.50,1375.459938
2010-08-17-09-00,32.17,1402.112659
2010-08-17-10-00,33.72,1403.363644
2010-08-17-11-00,35.17,1399.232827
2010-08-17-12-00,36.44,1349.998327
2010-08-17-13-00,37.56,1419.631542
2010-08-17-14-00,38.44,1439.999954
2010-08-17-15-00,39.06,1473.001693
2010-08-17-16-00,39.28,1513.699667
2010-08-17-17-00,39.22,1514.157864
2010-08-17-18-00,38.67,1165.660406
2010-08-17-19-00,37.39,1156.411133
2010-08-17-20-00,36.00,1016.040772
2010-08-17-21-00,34.72,937.7979562
2010-08-17-22-00,33.78,869.3543167
2010-08-17-23-00,32.94,905.3379188
2010-08-17-00-00,31.89,901.4307523
2010-08-18-01-00,31.50,911.8103021
2010-08-18-02-00,30.89,918.5414156
2010-08-18-03-00,30.22,922.3430134
2010-08-18-04-00,29.67,1015.903734
2010-08-18-05-00,29.17,1010.020835
2010-08-18-06-00,28.83,1233.274714
2010-08-18-07-00,29.17,1343.270033
2010-08-18-08-00,30.44,1378.462733
2010-08-18-09-00,32.06,1403.857175
2010-08-18-10-00,33.67,1407.564123
2010-08-18-11-00,35.11,1403.195582
2010-08-18-12-00,36.39,1370.728478
2010-08-18-13-00,37.50,1433.31995
2010-08-18-14-00,38.39,1444.969257
2010-08-18-15-00,38.94,1467.121415
2010-08-18-16-00,39.22,1501.322583
2010-08-18-17-00,39.17,1498.334199
2010-08-18-18-00,38.56,1148.485184
2010-08-18-19-00,37.33,1129.056654
2010-08-18-20-00,35.94,969.3709444
2010-08-18-21-00,34.67,944.4425355
2010-08-18-22-00,33.67,917.4995757
2010-08-18-23-00,32.89,929.5913253
2010-08-18-00-00,31.78,920.679709
2010-08-19-01-00,31.39,925.608376
2010-08-19-02-00,30.78,922.9111663
2010-08-19-03-00,30.11,912.6405595
2010-08-19-04-00,29.56,920.7485322
2010-08-19-05-00,29.06,924.7946377
2010-08-19-06-00,28.72,998.3820102
2010-08-19-07-00,29.06,1104.576941
2010-08-19-08-00,30.33,1098.172718
2010-08-19-09-00,32.00,1182.755594
2010-08-19-10-00,33.56,1178.566067
2010-08-19-11-00,35.06,1179.633469
2010-08-19-12-00,36.33,1146.970544
2010-08-19-13-00,37.44,1139.559742
2010-08-19-14-00,38.33,1143.421185
2010-08-19-15-00,38.89,1050.78365
2010-08-19-16-00,39.11,1058.996791
2010-08-19-17-00,39.06,1018.037065
2010-08-19-18-00,38.44,979.6647763
2010-08-19-19-00,37.22,971.7919268
2010-08-19-20-00,35.89,872.9809971
2010-08-19-21-00,34.61,889.3841494
2010-08-19-22-00,33.61,903.3401342
2010-08-19-23-00,32.83,913.1485721
2010-08-19-00-00,31.78,904.5518574
2010-08-20-01-00,31.33,899.9494619
2010-08-20-02-00,30.72,903.6284307
2010-08-20-03-00,30.06,902.8487229
2010-08-20-04-00,29.50,916.4614335
2010-08-20-05-00,29.00,923.8126069
2010-08-20-06-00,28.67,993.9383215
2010-08-20-07-00,29.00,986.6416299
2010-08-20-08-00,30.28,1056.764374
2010-08-20-09-00,31.94,1044.352488
2010-08-20-10-00,33.50,1047.211136
2010-08-20-11-00,35.00,1041.055909
2010-08-20-12-00,36.28,1033.188917
2010-08-20-13-00,37.39,1022.323109
2010-08-20-14-00,38.28,1018.209494
2010-08-20-15-00,38.83,1016.128215
2010-08-20-16-00,39.00,990.2578808
2010-08-20-17-00,38.94,943.6688565
2010-08-20-18-00,38.33,913.204151
2010-08-20-19-00,37.17,913.1119702
2010-08-20-20-00,35.83,898.6867057
2010-08-20-21-00,34.50,904.0958378
2010-08-20-22-00,33.50,899.5253316
2010-08-20-23-00,32.78,905.8035832
2010-08-20-00-00,31.67,900.0089379
2010-08-21-01-00,31.28,916.1892405
2010-08-21-02-00,30.67,921.0134735
2010-08-21-03-00,30.00,919.5395502
2010-08-21-04-00,29.44,1015.011638
2010-08-21-05-00,28.94,1014.181928
2010-08-21-06-00,28.61,1235.114279
2010-08-21-07-00,28.94,1344.579111
2010-08-21-08-00,30.22,1379.81286
2010-08-21-09-00,31.94,1404.209409
2010-08-21-10-00,33.50,1404.468497
2010-08-21-11-00,35.00,1399.368853
2010-08-21-12-00,36.28,1350.917255
2010-08-21-13-00,37.39,1384.7437
2010-08-21-14-00,38.28,1398.336717
2010-08-21-15-00,38.83,1419.393768
2010-08-21-16-00,39.00,1445.064439
2010-08-21-17-00,38.94,1459.765493
2010-08-21-18-00,38.33,1144.023411
2010-08-21-19-00,37.06,1140.688553
2010-08-21-20-00,35.78,992.4334051
2010-08-21-21-00,34.50,925.7758887
2010-08-21-22-00,33.44,875.5225759
2010-08-21-23-00,32.72,907.0889315
2010-08-21-00-00,31.67,902.4225768
2010-08-22-01-00,31.22,904.349535
2010-08-22-02-00,30.67,909.6448212
2010-08-22-03-00,30.00,914.291949
2010-08-22-04-00,29.44,1011.361897
2010-08-22-05-00,28.94,1002.906426
2010-08-22-06-00,28.61,1225.884425
2010-08-22-07-00,28.94,1337.762526
2010-08-22-08-00,30.28,1370.274681
2010-08-22-09-00,31.94,1397.943597
2010-08-22-10-00,33.56,1403.323099
2010-08-22-11-00,35.06,1398.358587
2010-08-22-12-00,36.33,1346.936664
2010-08-22-13-00,37.44,1385.519159
2010-08-22-14-00,38.33,1397.881168
2010-08-22-15-00,38.89,1428.11482
2010-08-22-16-00,39.06,1448.475472
2010-08-22-17-00,39.00,1454.33702
2010-08-22-18-00,38.39,1118.836995
2010-08-22-19-00,37.17,1116.581291
2010-08-22-20-00,35.94,985.8321609
2010-08-22-21-00,34.61,943.0006729
2010-08-22-22-00,33.56,876.9845207
2010-08-22-23-00,32.83,873.8071032
2010-08-22-00-00,31.72,858.6921067
2010-08-23-01-00,31.28,857.7834306
2010-08-23-02-00,30.67,855.488963
2010-08-23-03-00,30.06,852.072211
2010-08-23-04-00,29.50,943.6434812
2010-08-23-05-00,29.00,960.0462432
2010-08-23-06-00,28.61,1192.69871
2010-08-23-07-00,28.94,1309.343711
2010-08-23-08-00,30.28,1353.587719
2010-08-23-09-00,32.00,1395.150341
2010-08-23-10-00,33.61,1417.76123
2010-08-23-11-00,35.06,1434.735911
2010-08-23-12-00,36.33,1402.881425
2010-08-23-13-00,37.50,1442.28344
2010-08-23-14-00,38.39,1446.503968
2010-08-23-15-00,38.94,1449.120451
